compound,neutral_mass,mz,charge,rt,neg_12,neg_16,neg_20,neg_24,neg_28,neg_32,neg_36,neg_40,neg_44,neg_48,neg_13,neg_17,neg_21,neg_25,neg_29,neg_33,neg_37,neg_41,neg_45,neg_49,neg_14,neg_18,neg_22,neg_26,neg_30,neg_34,neg_38,neg_42,neg_46,neg_50,neg_15,neg_19,neg_23,neg_27,neg_31,neg_35,neg_39,neg_43,neg_47,neg_51
4.36_788.7609,NA,788.7609172,1,4.360683333,55.76722799,50.77785543,88.62272054,123.9726876,180.9060802,49.81200013,118.0582388,65.26123964,56.92106062,168.8392152,84.32434471,70.84647377,61.31359183,161.0171145,101.7704219,67.87587379,129.111402,69.01744698,57.36965593,136.8473376,69.89538421,65.04055527,61.56750782,138.983393,114.3686463,61.29817885,137.5162973,79.57077784,55.10732955,129.5213757,73.23471903,46.90410023,56.34211707,142.1682904,117.296456,61.34434899,146.8219113,73.20995097,54.30020958,128.1982823
4.36_745.7565,745.756476,726.7457436,1,4.360683333,338.6287318,336.0479883,448.7148892,546.7467542,581.771596,393.4151597,507.3118379,378.2320123,277.8826133,580.9613159,376.7458938,368.3480724,328.1756379,557.2613116,482.1655672,348.899607,484.2002017,299.202473,354.5129576,443.0523796,387.8276571,393.6016309,347.5502247,526.1258677,423.7828122,352.1118662,450.3076003,349.5901869,325.2447497,542.1522687,382.0289615,338.3422153,380.9289543,489.8032183,494.0494535,286.5660581,554.0714683,328.6727619,341.3507043,483.5226092
4.36_910.7183,NA,910.7183083,1,4.360683333,106.0944448,149.8591543,211.5120903,321.4122913,287.0613369,145.1223618,286.6825441,146.2568225,137.7661529,348.7053438,175.7238851,167.3963407,127.8925219,345.5716154,255.164889,165.6973239,284.5614531,102.0513693,179.1274564,234.9664444,200.6956757,166.8456397,164.9948839,332.2041643,212.3556026,138.8758237,243.7874618,156.4864115,177.8530878,329.938454,206.5071117,162.790391,163.1460961,299.2498012,298.7030847,148.7226977,322.6839114,162.3752115,161.6567144,292.0021614
4.38_606.7799,NA,606.7799333,1,4.379683333,217.623791,232.6949886,254.1518016,293.2046287,296.9443197,245.6752963,282.3869241,224.5205869,173.6980896,293.3432931,229.9209062,220.4679503,218.8123539,277.9965191,248.4504431,232.867445,254.6063572,202.9911397,222.9651246,276.7096155,237.6224978,215.7694065,201.2825868,261.7588642,257.4993904,212.917787,265.5744005,222.7909837,182.9212325,267.6962594,205.629281,219.6945832,226.2874326,257.794504,245.7449202,201.0079736,278.6484416,222.2781521,198.4045203,250.079348
4.34_627.8164,627.8163651,648.7846198,1,4.34185,278.6739513,363.0944711,430.1475319,568.0989049,637.1755249,368.7679885,492.7607049,375.422061,313.9281147,583.9073535,406.1490642,362.7659215,289.3737391,536.3296198,470.0461555,347.8236203,468.9189614,273.4970037,367.4178271,523.2003109,387.2503824,354.297186,328.5466445,563.2998601,516.9099548,349.6883225,504.7291074,368.6663362,370.4579997,530.2403933,364.1882385,362.7022583,367.5238917,549.7208184,533.8356158,348.2012854,589.5811193,353.4693684,317.2520603,534.0816492
4.38_869.7009,869.7008648,890.656936,1,4.379683333,90.08887689,96.19275985,115.8597979,157.4482228,159.8556927,80.60813248,154.5018979,104.652734,74.43073347,184.739122,98.39162727,121.9855968,86.71008948,161.0627383,124.4139147,98.88334112,144.5120446,91.95775645,108.430076,145.8208836,126.5856225,102.6045733,81.96189842,163.7382363,121.6803339,100.5796919,155.5311675,99.23354337,81.00878993,161.0644136,93.78361212,87.9283858,101.4022107,123.9311627,144.1827933,78.95383259,152.6112323,97.82012734,86.2367119,140.0675381
4.36_811.7420,811.7419939,810.7441483,1,4.360683333,361.4268154,354.2190347,387.7697129,571.4399138,558.333192,366.46761,504.7878192,363.8876207,287.4499887,609.2011677,371.0217474,373.4928855,333.2121816,549.6548194,411.0696631,328.4724417,482.2823002,308.9526042,354.8174294,452.3853396,377.5928485,338.2171154,295.1274677,542.8004174,421.0293749,373.1770848,491.1004546,326.5202408,310.8854117,524.6095575,358.7468796,337.7267811,340.3865791,500.5242632,451.495654,318.0072985,502.8737319,328.3656524,331.5119595,489.5686495
4.23_636.2660,636.2660128,617.2481716,1,4.231533333,376.4915322,647.5350918,337.411757,43.33653779,0,589.1934606,67.36635737,430.1090675,548.7304417,0,498.3466575,313.4244017,541.067865,0,2.491592728,464.1416663,29.87084586,445.8876963,558.9815854,0,604.359117,451.3193141,569.0761301,8.951476061,4.25355982,463.5094895,16.60388945,392.9129644,523.3310165,2.242082901,369.284816,473.3937206,489.1472427,0,0,523.7613888,0,398.3919425,496.16163770000003,0
7.16_474.1836,NA,474.1835719,1,7.1567,23.9493083,18.45127913,18.86194016,22.61164853,12.58696669,19.66420594,13.7987263,28.37218155,28.1138856,6.927401006,5.593485641,31.03389074,24.17106506,3.227056917,7.163933794,29.85198534,8.195849979,34.0983662,29.04944304,7.351062678,5.122552397,30.52930838,30.85332788,3.572227927,9.018067247,21.26172467,7.929707502,24.42965358,36.99620863,12.34017748,21.76180964,27.48707917,24.09457681,1.510358162,5.113182213,33.94425957,11.87439197,33.10857816,35.66669922,4.887255702
4.38_641.7868,641.786825,622.7689839,1,4.379683333,264.7497819,277.2047862,265.5740689,397.4895149,412.6608334,305.6390002,335.674364,263.5540273,209.914807,366.3926727,257.2670431,251.7171833,259.5010932,347.0117302,291.9936873,255.1769212,325.0348577,226.7568721,267.3330973,291.9568956,301.2709681,253.4036747,236.8167245,331.9629355,307.8333638,270.8236291,306.4962166,256.7627482,226.0469354,358.1184394,253.3979238,238.5429186,254.411183,363.3192676,309.5568983,223.8958155,341.4188548,253.9521573,256.3846024,315.3788862
4.38_808.6979,NA,808.6978518,1,4.379683333,66.89109813,51.26477218,62.19588098,84.56684602,81.756972,55.18816321,97.34053179,53.00342242,29.26405673,92.73227521,60.75177758,60.8355545,48.70612494,68.75189148,73.32829624,54.79229919,80.9997766,48.09579818,44.52347269,87.62167379,76.57272131,49.74695099,53.49093131,83.24608326,76.11139007,53.20230923,72.59792127,53.7726949,38.15825324,77.10514449,52.45632058,54.2461435,55.45637302,68.64457925,69.59626585,40.64050253,96.42818227,56.59498545,53.04338715,54.88024192
4.38_835.7281,835.7280665,816.7102254,1,4.379683333,205.045858,233.9854326,239.8072339,338.3505905,337.0399633,221.594905,307.9568388,218.5220141,170.3474209,358.9043164,233.8281132,242.3984475,205.4807755,351.8847352,256.3474922,198.4458736,279.4455128,206.6039027,209.3078694,263.6992529,242.5744412,220.9689744,201.3670412,325.0087806,265.0812612,231.9038454,288.3322813,228.8484946,168.7799143,327.5987303,224.1125636,198.8042591,206.8930373,308.7603362,264.4864875,164.7895061,321.432481,186.9805585,206.4237106,259.7282393
4.38_977.6690,977.6690039,958.6511628,1,4.379683333,56.22024182,75.18336062,83.97102792,89.93398483,109.2876231,61.8029034,112.0507652,55.14562777,50.87177534,115.4909446,69.03071291,69.97275012,52.35928713,115.7829734,78.30026152,56.41544435,93.92134436,51.77228241,54.37971438,88.96717327,89.24581394,35.14539276,57.59760804,122.9700175,92.21877921,71.86929358,105.2561466,64.21070959,45.25029186,114.2871888,53.55693218,51.65357634,49.05212953,94.62618267,101.9897429,61.08180689,95.9218713,62.9300882,58.16806218,90.82145337
4.38_657.7698,657.7698035,638.7519623,1,4.379683333,203.7488459,223.0786795,236.2993477,301.3999455,294.7314348,189.2004928,255.6720836,207.5631023,155.0748044,311.53631,208.9385998,214.4411968,199.0079405,255.7188868,222.788022,186.4785524,235.7174763,182.3941298,161.2727934,253.2553752,219.9963863,200.162604,185.9874828,243.9368741,241.7264766,217.9088905,271.438337,208.1785618,166.7789053,276.3639563,206.4358503,178.0016437,202.0606352,251.0275012,241.514946,147.9698691,265.0079898,189.9253626,158.7639402,257.9258236
4.38_782.7096,NA,782.7095947,1,4.379683333,60.15503021,39.32481661,61.39966985,82.57216879,66.37811272,33.57786808,73.9915409,38.28406881,44.09741241,72.73366439,48.71317806,43.94622523,43.37112194,66.62960448,62.30701289,38.15988081,72.51526663,33.88224247,33.84921539,60.03076346,56.77112817,36.51633337,44.8773361,61.57572743,46.94424713,57.28450074,58.39192288,47.30430065,50.45098183,64.75653085,46.63771236,44.8739898,47.97719122,56.51828369,56.34975641,42.69495144,63.73747892,57.111825,41.86219705,71.13685941
3.93_236.9367,NA,236.9366978,1,3.925716667,3.880359054,4.830146767,6.145818236,8.341239244,8.811667623,6.828726927,7.531866175,6.638877518,0.978423444,9.064838554,10.10340033,4.897292549,3.586803316,7.612535364,11.41625236,4.753227792,9.523522224,6.684451278,3.569801359,6.303248771,6.569182175,4.292883484,5.043218112,7.391801478,10.64508193,4.850392492,11.24375205,4.343668723,3.893108143,7.729436233,6.229388774,4.818551794,5.727412443,10.67958093,5.65685752,6.857768574,12.94943217,5.477701916,4.482724853,8.875638948
4.62_246.0730,NA,246.0730035,1,4.623683333,136.8790223,39.46126949,105.3459521,19.89207807,24.90418465,48.78786342,30.96253996,80.42400939,134.9192459,3.527917043,15.44774939,95.53530733,152.9276733,14.94840273,14.35726361,115.3244027,36.07227243,86.88152972,117.6758493,3.248737304,8.958842369,103.2419076,110.1788811,11.07725812,13.27899722,123.5154385,20.57930764,99.33831997,112.5622025,1.6821929,101.5002737,121.8247738,147.9699735,2.230237491,11.47599277,90.21576087,12.47331324,92.35430557,103.2377501,4.954367073
4.38_799.7195,799.7195239,780.7016828,1,4.379683333,120.7260351,103.657363,135.3656027,189.2325087,167.7788309,116.8722693,158.3815538,108.7930186,73.39296096,195.3238194,114.1653124,118.5908397,107.3251572,153.4944917,129.036073,116.1768123,144.7699382,103.6160476,89.2076897,147.9242046,130.8394451,102.2005258,98.72445175,167.1008001,144.90926579999999,115.8497563,162.1276441,120.5374493,72.83751464,188.3413354,101.4882365,93.33568842,95.01317227,155.4727715,159.6620713,79.66754634,160.8245461,99.92482245,105.9850622,146.9322841
14.43_241.1427,241.1427211,240.1354446,1,14.4275,556.9364889,631.1103784,672.4640122,684.7040789,705.8359719,724.8128671,646.1756309,632.6816873,596.1473302,637.2033895,471.5553667,600.7351096,643.5331911,584.71698,535.7421071,604.9454565,502.1814581,620.3791913,589.3326115,492.1408575,512.4443349,593.170137,593.3835508,584.7857101,489.4647927,625.6150899,532.5831901,586.1331505,616.4119143,468.8749479,528.8632869,543.0055361,589.6862667,580.37806,530.9446208,579.7922552,529.2465671,590.9110658,593.0145182,559.7367261
4.40_666.7555,NA,666.7555274,1,4.39885,109.3133449,109.9508987,128.9417076,123.2496288,170.5390296,103.5786814,143.5507119,110.8304959,77.03651269,160.7266813,86.67402543,100.5293943,96.43284472,152.0766842,125.8269596,87.91365578,123.4756729,89.61341926,99.3442268,118.0157551,112.5828338,93.55543683,77.83132683,145.8766546,118.0209213,84.86878019,114.0913181,98.00451052,71.68413193,145.2177149,106.0653353,108.2720881,107.7158105,144.6950912,137.5065562,93.48786093,152.5826967,100.868403,83.9690526,141.3184899
4.91_462.1371,NA,462.1370707,1,4.905,73.34546583,134.6174138,85.90681756,49.10383218,53.2974239,105.6404359,55.17853167,71.32042876,98.61125283,29.38336086,69.00304964,66.17494834,84.11087801,62.63314294,73.108017,89.94959128,96.85112621,75.08708331,121.9606147,47.82442167,75.1265493,75.01056053,105.2998052,30.19648006,34.34698645,102.6407903,56.12981343,132.0596369,143.4198995,38.57698476,70.32274743,79.45752679,121.6234264,48.79011446,59.99622189,85.18010142,81.19824909,110.5815558,167.7710615,57.15967897
4.31_568.8313,NA,568.8313367,1,4.305016667,3.200767472,17.57003434,21.48066928,59.90960579,83.69543426,19.99532917,46.8088166,27.0791272,12.81254319,70.90500931,36.34181787,27.22890985,6.301306382,42.39830445,34.22115809,22.2062463,42.05721119,6.260877139,16.90503387,68.84152759,20.10312642,26.15520671,15.53408329,39.82172962,51.87968313,12.15639436,66.33649094,36.26906227,22.92858756,43.74806954,20.52189573,10.18153537,17.09205198,61.35296216,51.5042011,16.94099593,53.35762727,15.38126126,12.95333739,72.61383994
4.57_133.0368,133.0367737,132.0297586,1,4.568516667,4352.205889,2287.146954,6751.045392,664.6023739,508.9303681,5891.46163,383.6387915,4552.53227,3777.938729,371.0560973,302.452236,4838.009028,7211.194804,425.9202899,205.0159764,4171.641105,274.6485217,3969.676901,4110.412561,221.9231708,275.2761129,4545.6948,6492.087106,371.8116463,249.5942216,4400.827474,262.4184595,3827.151356,3878.024267,276.5841783,3569.914557,4323.815618,5496.961154,334.7261929,210.8279377,3861.324731,255.864917,3656.91854,3607.822939,281.7287754
10.94_386.0963,NA,386.0963314,1,10.94105,53.03626603,0,20.2475255,0,0,4.676711353,0,52.23540214,36.72711602,0,0,30.69649627,40.95670942,0,0,41.86845489,0,47.04902919,34.5415026,0.04587212,0,37.26012643,47.05137944,0,1.0660892,38.9357623,0,44.93063178,35.60085511,0,25.14826823,22.33346973,31.9507914,0,0,16.53310512,0,43.49830226,33.57715163,0
4.31_630.8855,NA,630.8855058,1,4.305016667,30.87784191,40.38584992,58.90830306,179.3455617,358.02148,50.63890763,133.2688785,34.90683751,52.79318581,304.6194477,85.14213173,62.02785022,46.64851458,274.4341156,229.7687702,33.64238268,152.2346481,32.3146314,51.21697347,261.9847227,93.80433357,49.07052201,32.00859765,226.7628623,228.860937,32.363194,177.6284833,58.31735516,77.11656932,236.0069298,44.7582861,67.58901516,70.05107932,317.5693267,289.6320679,60.92888299,279.2822941,57.26795078,72.13193983,256.6393246
4.59_88.0393,NA,88.03934028,1,4.587016667,536.8036083,517.0495268,732.1370531,148.1663236,152.2333989,1084.918113,236.3449358,553.4544067,410.4487001,126.6255769,109.4322893,604.2399253,1105.115988,56.7803065,75.26834847,409.7161697,86.35943316,470.7708023,517.4854672,160.7338595,26.43541803,696.2094181,902.0738592,65.29477631,56.78051648,502.7447417,95.16339817,444.6111099,663.4934479,145.4413859,433.3058427,577.4105937,740.5378957,66.51343729,68.73519958,544.9589689,34.65233456,571.9242172,482.8501569,103.2542596
7.41_398.0426,398.0425732,397.0352968,1,7.4072,611.0531209,305.1007335,366.2178021,13680.58498,10588.53605,281.4839572,9136.839196,380.2027148,377.4654331,9673.184266,8102.953775,167.5736734,511.7101251,8554.13562,6937.411043,173.6923044,10234.86392,599.5154975,321.5069431,8692.958659,6417.217948,152.4885584,395.1057501,10060.85353,6142.608322,152.8727523,8128.53318,504.5697394,299.4402304,8698.46209,789.4614883,107.0049006,507.9599546,10053.87454,6655.882627,705.0661408,10002.88975,564.5256084,155.9897042,5563.185876
7.55_336.9465,NA,336.9464911,1,7.553516667,361.5749066,488.3191027,577.7204778,330.6832273,224.4163222,706.0171923,212.5705905,482.0074713,212.4263232,300.6614113,197.2517446,460.8304303,467.137754,227.0592149,179.8943183,420.87632,166.6452798,375.5002103,249.5759409,259.6106227,220.8879241,464.5989883,484.225657,219.5302392,237.1740025,453.333904,209.062926,403.380313,270.3676931,323.9384005,312.5331772,410.3065075,526.8900671,213.2121802,278.8984696,275.6862039,237.0550732,354.395099,277.2320879,229.4305453
7.41_118.0262,118.0262001,117.0189237,1,7.4072,2298.77837,1644.617048,1817.291845,15506.40704,13362.04857,1869.507156,11286.95602,2000.564333,1162.292822,11001.03601,11066.88134,1416.142265,2407.219483,12299.66578,9889.900351,1446.210692,14373.42484,2097.964798,1238.41445,10666.50121,9547.945668,1235.503882,2068.654084,13261.98645,7949.221582,1329.615709,10556.05685,1536.169308,1239.590693,9807.026741,1527.380539,1161.747733,2359.455615,13117.68869,8720.496021,1332.732191,12989.05809,1731.754523,1157.072205,7484.261894
7.41_258.0352,258.0352021,257.0279256,1,7.4072,2008.68697,1377.579468,1793.866476,29697.40333,24565.46611,1614.232509,20754.04727,1903.164943,685.486756,21553.29316,19875.95802,1042.17642,2302.264526,21430.99989,17042.07094,1037.659584,24659.29288,1765.896824,749.6666099,20124.0823,16498.11198,919.1739672,2057.313481,24089.50238,15093.52642,872.7820967,19216.10459,1282.631446,772.1387994,19738.37068,862.9079901,740.1241303,2507.993776,24096.46101,16509.74965,745.3055822,23692.07589,1359.768127,680.9237753,13548.9572
7.41_300.9916,NA,300.9915857,1,7.4072,698.0189186,684.9522885,949.9526604,6596.099241,4882.964379,873.6305888,4220.451324,828.9728641,242.1644358,4780.116973,4093.175803,508.2647188,977.7827252,4196.408363,3401.93459,488.744092,4323.217572,670.7938134,293.9087946,3988.762822,3346.491366,468.2648989,890.6279285,5087.441211,3508.40552,431.5328374,4000.946052,549.5426187,303.2777739,4333.435184,340.1581704,368.1239608,1000.981676,4777.564697,3672.389456,285.6382164,4729.95227,537.5380417,291.1151565,2985.851448
7.41_320.9983,NA,320.9983044,1,7.4072,0,0.05032057,0.935860503,179.5618266,145.6908188,0.127941891,110.8971571,2.063100351,0,125.5729987,112.6755081,0,0,143.8246831,95.72212324,0,134.7517059,0,0,153.3939606,84.58007107,0,1.954146992,161.9919955,115.7480024,0,131.4408839,1.02232e-4,0,135.0552902,0,0,0,140.1384935,127.2896311,0,155.023986,0,0.005099259,67.31257676
7.41_73.0287,NA,73.0287437,1,7.4072,462.619594,248.0548368,304.0400511,3528.415934,2816.549962,429.9594781,2792.950585,322.1292033,178.1881865,2090.197508,2082.538138,283.8074223,374.5321277,2612.084196,1887.038983,290.3720352,2938.692696,412.9517212,202.8135578,2167.157868,1876.767356,235.0801778,431.2325817,2527.113581,1570.671044,329.51296610000003,1960.996209,235.3494455,202.6451741,1916.212681,251.6396157,225.5326844,391.9536485,2540.248642,1731.561992,254.2053223,2727.754409,283.0844887,194.8382197,1496.926716
4.21_691.1926,NA,691.1926498,1,4.212866667,11.75161195,39.8832454,3.274296063,0,0,39.26603901,0,24.80431218,49.19167898,0,75.0842577,13.19719566,23.1965211,0,0,21.85337162,0,17.07166651,59.07906604,0,81.63642401,21.70281398,28.25025045,0,0,29.41104955,0,12.22905083,48.64792625,0,0,54.04202786,30.59096643,0,0,56.03177273,0,11.61679279,52.59425914,0
7.41_435.9901,435.9901387,434.9828622,1,7.4072,596.8214871,557.3626254,831.3350781,10499.0195,7980.027406,743.7966697,6817.154441,732.752531,132.7629959,7720.937647,6536.000765,397.3998214,811.6109851,6566.457399,4984.832501,342.8438772,7099.730119,503.5111897,178.8537579,6510.392285,5245.630754,343.9028018,810.6898357,7789.82764,5235.661509,311.4549901,6310.732262,442.5567728,166.9992215,7301.124216,220.100016,237.2503682,908.9385379,7799.05314,5736.66578,166.9632865,7555.649977,400.5908333,174.1257045,4481.281316
4.25_991.2606,NA,991.2605856,1,4.250033333,21.08123322,40.81252582,20.40461817,0,0,50.73121684,0,27.96796152,7.588606418,0,0,18.13779152,33.57884107,0,0,40.67175049,0,29.70735972,6.36652847,0,0,21.01709216,49.97154189,0,0,40.50908578,0,12.3630754,3.184911646,0,28.88578382,13.33700233,50.74058987,0,0,0,0,40.41332209,5.475760532,0
4.51_393.1089,NA,393.1088755,1,4.512683333,79.77788327,136.355193,96.60299546,138.0576172,144.1432251,87.10868128,151.5175171,90.01827337,114.9926054,131.1594375,116.1892761,84.52072823,97.16608834,128.5004157,139.4762831,91.88917788,113.5321486,79.63597046,78.18508592,116.5089383,103.6668707,78.51536321,80.27969749,147.4511889,112.7992488,85.76060299,120.5128682,81.29199308,82.90103173,138.5060504,84.19701494,71.45212506,85.63636608,99.01689828,98.64781049,75.59356537,106.5556587,68.43305449,77.59457294,111.594815
4.23_745.1655,NA,745.165459,1,4.231533333,22.17585607,20.69887285,28.56694689,14.52549668,0,33.25227408,0,24.60419499,5.472285993,0,0,26.19018188,33.2691816,0,0,24.93059059,0,27.3118248,4.174934007,0,0,23.43589252,51.27091124,0,0,35.79725817,0.211168336,19.65306524,4.192605184,0,21.56891127,21.71732981,32.78891508,0,0,0,0,34.32374411,1.639951305,0
7.41_392.0264,392.0264065,391.01913,1,7.4072,246.7644188,155.0863651,211.406837,11871.50189,9143.453406,171.0659569,8133.014089,227.757831,32.96141152,8173.939561,7133.365374,87.64213211,271.5293351,7603.714082,6064.79991,83.59711603,9455.179615,193.779128,46.38105697,7332.308655,5447.567648,74.18214674,243.2848374,8967.784464,5035.355646,55.34853033,7241.224616,129.88868,48.3381736,6880.145185,41.32494627,29.15548511,301.3616377,8789.202266,5584.133014,34.23969331,8865.243432,136.3380533,33.26001227,4631.93257
4.57_131.0454,NA,131.0454368,1,4.568516667,301.1453834,323.0704993,226.102836,24.69721968,15.77174267,113.8458972,17.37068504,523.1409711,614.4930584,31.30187476,51.16022835,512.0185244,195.4198639,83.43519662,28.46680776,478.467759,24.11428349,538.8122639,623.0670453,30.81887369,54.54030917,538.5795707,227.9292159,85.70679403,23.43180346,541.0907082,28.04890877,491.4137224,532.90909,16.94781311,558.5403165,538.425653,177.1984766,63.49688737,24.88019693,459.4945558,17.12468624,577.6604853,531.8041109,18.44871131
7.08_439.1379,NA,439.1378631,1,7.081716667,19.55534213,8.992312633,17.04499466,64.53255314,70.5520854,12.00862134,63.38112121,20.73528919,12.23943958,53.41592883,47.24447438,15.1702835,20.31367369,40.63872132,37.5214362,10.00048494,59.63992071,11.24118949,12.52910454,35.13025659,39.69480095,18.80198699,16.36206185,53.26007282,41.48742852,7.027316089,52.84770492,12.12124984,10.46815749,22.75199644,17.94599051,7.33108449,19.15496554,47.31490341,34.64131551,8.237384469,46.09533952,10.50216073,14.5009758,46.93791615
5.08_351.0578,NA,351.0578181,1,5.077983333,103.6563952,865.2253343,51.5701873,19.04947892,9.247757113,133.2295063,18.30046042,197.0277595,248.980876,12.26016115,30.84225129,693.5146558,135.7717789,26.86853093,5.791481773,156.3573409,8.371304193,256.0068555,364.3839338,58.63767555,18.84491673,745.8369908,157.9385709,4.426523607,3.552846831,180.3808021,6.620855804,289.8267798,351.9217888,152.4662272,192.9065466,351.6761864,302.8970263,93.72197378,7.655590363,273.7699899,105.0780639,244.9631791,544.4939376,134.618174
7.08_507.1249,NA,507.1249115,1,7.081716667,12.35750648,18.08032987,38.53207556,111.7056206,89.06968703,26.49537335,84.17193524,34.28088865,16.1131163,94.52656851,61.72405096,18.04041562,28.00615362,71.05273488,57.5542641,15.04742558,67.7562162,21.50587458,19.18445571,58.91332687,64.14656885,17.54907789,27.87774549,79.87900907,69.76614412,10.04122297,75.70591624,19.69601288,11.32134384,52.62455782,7.102509136,18.2308105,28.40019744,77.8163351,63.16126818,13.13898356,80.10432818,16.26946544,11.75789447,70.54097894
7.37_440.9998,NA,440.999763,1,7.368533333,201.4277603,184.4020161,283.2540687,4668.613364,3284.804595,235.7328424,2897.359961,250.2785656,33.3840576,3390.89341,2685.254127,110.121757,305.7096422,2718.921329,2019.151098,91.47786099,2789.274281,174.8812951,45.47784548,2703.465606,2099.911482,99.68451438,264.7673995,3322.192967,2151.391148,64.58215626,2721.304309,130.4608785,46.70588069,3113.102888,41.34416475,51.39458347,341.1300377,3160.050777,2400.19364,36.7649461,3165.065789,129.6234878,37.66597845,1871.46664
4.55_374.1088,374.1087569,373.1014805,1,4.549683333,435.4162529,584.6283523,538.0590324,641.7266402,626.4960976,524.59422729999994,643.8214072,482.3382277,426.258461,572.743256,492.9914503,419.1089251,423.7339235,596.1659233,491.8352891,407.5364927,497.4703883,376.4557946,387.518474,500.4346568,494.2683706,379.9915726,425.6470962,538.1669776,482.4590051,429.0143903,505.3658305,398.6105143,373.1012428,489.7205861,335.9577988,353.2392132,387.5620584,506.0712112,442.7142692,334.866531,466.5597458,316.8967711,331.4642121,444.9714808
7.14_253.0444,NA,253.0443849,1,7.13755,9.088760124,30.53125831,17.08697527,18.38965371,0,17.88627535,3.208557411,21.56903028,31.79337468,0,1.09620304,13.36558197,24.31718689,2.119764265,1.742245974,13.28124759,1.64755343,11.13893832,24.39599971,28.21507981,0.329951122,18.69234438,22.76567107,0.680481687,1.776854918,24.75633639,5.858165109,15.99196055,26.12320919,20.22211826,11.40672433,18.07250414,13.11474768,0,0,14.10045058,0,17.76158081,28.45236276,3.929072149
4.57_463.9071,NA,463.9070704,1,4.568516667,131.1686816,41.68366597,185.9086431,2.406364099,2.326007647,174.7582606,0,107.0433496,76.67816079,0,14.25651263,114.9994699,129.9395848,9.714889067,9.108732531,117.5811003,8.782955356,69.74811654,78.62699743,7.2489905,17.32697151,100.7115814,147.6552233,10.79131448,6.968035038,94.71944078,13.04834247,93.19090468,70.2000511,12.52844283,56.04707672,82.19835312,133.1768396,15.18784566,6.804802186,67.44151528,16.69654638,70.67626032,52.25646229,14.71197257
4.66_301.0653,NA,301.0652617,1,4.661,266.626652,104.3525317,343.5495572,4.228117019,45.30573628,139.0406726,18.00181176,224.4513896,196.3188415,24.87644553,33.04636902,130.1386312,169.6400187,27.17546453,23.4610659,177.1630866,34.91008621,192.7157523,163.7004399,26.58646816,36.5095589,98.40507321,146.8443334,28.25545932,29.63490348,220.8189936,26.96656731,185.936203,169.6630486,30.54366094,209.5149219,80.01645937,209.8481329,28.65799228,13.17342949,126.5756024,6.29429315,191.0328939,147.1293951,20.94288028
7.23_774.9314,NA,774.9313909,1,7.233366667,0,0,3.667732852,285.1615567,207.1940978,1.369655993,265.6253198,0,0,228.3314432,118.4447599,0,0,207.3486438,112.6981175,0,162.273441,0,0,177.1594593,171.480689,0,1.325963712,248.4291302,127.3271946,0,145.1824221,0,0,203.1373204,0,0,5.040628318,218.3356328,207.7159174,0,189.4522356,0,0,80.8843783
7.10_271.1030,271.1030069,270.0957304,1,7.100216667,57.0290088,45.4359123,101.957483,316.5845555,290.3392706,93.80898487,273.263753,97.53157787,42.52764351,277.8432517,171.3926329,58.77681571,102.7356318,229.0595909,169.1005696,48.45858749,241.1386735,73.0892359,49.12431528,159.742528,185.7495019,56.37074946,86.05411997,229.8924479,180.8167765,40.94994008,226.0270111,50.35008338,35.60004746,122.8333961,34.17586286,45.327141,70.49855147,222.7673551,177.0007445,37.71248857,222.3611918,70.7053277,38.7963864,203.7650732
4.25_975.2855,NA,975.2854889,1,4.250033333,23.45438821,54.893581,15.01676103,0,0,65.89394874,0,44.51686812,10.34437812,0,0,24.73862936,56.6179327,0,0,58.52564152,0,57.07872632,8.29883997,0,0,30.80957828,58.01715064,0,0,28.09351078,0,31.74160066,6.613055744,0,31.60635456,18.06783362,40.13673986,0,0,12.19621092,0,42.61122551,5.192718672,0
4.23_907.2967,NA,907.296654,1,4.231533333,61.4347344,116.8000323,46.88170528,0,0,111.7659847,0.491712757,70.51082957,18.00033938,2.168967119,0,46.80971532,101.2398154,0,0,84.72346951,0,75.36492799,19.16507556,0,0,65.09822178,115.0660183,0,0,78.54673646,0,72.19366548,19.81796569,0,63.74897137,43.09246998,84.23814247,0,0,15.87751898,0,77.00823554,15.18039113,0
7.43_537.0442,NA,537.0442213,1,7.426533333,24.26662284,7.77236389,4.698326273,1012.692571,782.3672194,0.950175132,615.123057,9.925479532,25.89881643,659.0164824,474.2313236,4.539544374,5.710445075,477.7779951,443.5583999,3.008438566,712.8792165,50.3140287,17.77625328,577.0504026,440.0853939,8.917836076,1.811636733,627.3711221,362.9127153,1.802089395,486.0168643,45.93937086,21.30034964,601.3378925,78.72032182,12.79097816,4.888159386,618.9775161,400.7049128,74.4208627,594.6457642,64.63934396,9.961400769,328.0622229
4.23_839.3094,NA,839.3093982,1,4.231533333,101.0758319,151.0170056,59.84180783,0,0,137.3966177,0,107.7548896,26.8394805,0,0,56.57718608,177.4240811,0,0,120.0719908,0,111.1282403,27.86049867,0,0,127.6773872,162.9502954,0,0,113.6672172,0,99.1794422,25.9128827,0,90.62468104,51.00320799,119.4351152,0,0,25.5747344,0,97.25806746,22.22115412,0
