compound,neutral_mass,mz,charge,rt,neg_12,neg_16,neg_20,neg_24,neg_28,neg_32,neg_36,neg_40,neg_44,neg_48,neg_13,neg_17,neg_21,neg_25,neg_29,neg_33,neg_37,neg_41,neg_45,neg_49,neg_14,neg_18,neg_22,neg_26,neg_30,neg_34,neg_38,neg_42,neg_46,neg_50,neg_15,neg_19,neg_23,neg_27,neg_31,neg_35,neg_39,neg_43,neg_47,neg_51
19.04_482.2981,NA,482.2980685,1,19.03588333,197.9502251,0,0,0,0,0,9.817783533,173.5224155,99.04636105,0,197.451501,140.449707,5.348298576,43.90072237,247.9195778,118.1021714,125.7990047,186.4401524,91.73324665,0,175.1927386,115.1636175,13.21933509,18.20046379,227.9363511,125.5807038,130.3942396,148.8986913,96.43298794,17.6274853,151.005516,126.9344694,51.93232932,16.17474403,181.7122847,126.1322191,144.9495301,148.1644815,40.45283645,146.1922664
4.91_227.1139,NA,227.1138903,1,4.905,123.4237552,426.2689524,379.4331702,478.4154343,202.6280805,452.8830087,428.4986053,315.148896,59.6724689,348.1400378,109.8974125,255.7144823,225.6451179,133.8249993,129.5496755,233.5133101,146.4357672,218.8645655,100.0552036,301.281646,111.6807085,296.1680321,220.6088633,126.2822264,111.5271647,222.2234683,137.5729366,161.6052355,87.25552331,307.4910166,119.6090794,111.4174778,125.9727946,118.8699757,120.9911428,107.8280469,125.7965822,146.7093921,92.8594423,264.2018241
18.02_809.2556,NA,809.2556074,1,18.01896667,0,2.944655807,0,0,1.584212667,73.40207441,21.65143419,115.524871,28.01879928,29.29347047,9.010213571,54.17358131,22.98493295,2.32233459,85.87400404,120.1456808,54.18891736,144.2994372,51.45240538,81.2091226,5.912490316,41.78501814,24.19833173,0,82.4954004,129.6779576,76.5335479,137.0964125,63.87402862,94.77008323,15.33610303,59.94068703,53.44573595,4.956540539,88.08615496,75.93478362,75.13667654,126.97059900000001,55.7638813,80.55351734
9.12_545.1449,NA,545.1449491,1,9.117766667,134.4905591,0.86916849,1.986632898,0,18.76955702,3.996742199,12.83966465,17.08551621,95.86608279,1.585086062,143.7610223,61.11494659,29.47116391,40.77220765,66.10643765,32.77392853,43.51708755,24.25836717,76.78588405,0.200641445,143.5574778,56.52068034,24.76863489,38.32118064,67.05073663,36.4778477,45.52172293,31.36104401,72.71727774,0.048286581,162.7669737,98.81960617,67.45264868,43.72110296,72.2713214,54.15342384,61.96255768,24.67600129,87.58291218,19.24659771
24.80_494.9100,NA,494.909994,1,24.79578333,2079.984648,1879.956107,2705.769812,2872.830282,1860.60929,3028.034691,1740.814429,1566.293176,1130.691216,2343.270111,910.9622224,926.3138709,1215.271007,979.7625924,950.1202936,933.2063505,1093.399996,865.5882781,853.2843389,1234.550191,872.0286431,1268.101282,1332.33528,1340.995865,1017.905626,846.2410145,1045.904583,1080.739487,1063.8145,1134.048805,951.0061339,938.7878645,927.9633743,906.5674476,815.889968,813.5123257,969.5524381,779.6053745,786.7066144,905.0524164
10.66_327.1669,NA,327.1669476,1,10.65886667,23.60706084,0,6.496116516,0,21.14116001,0,0.780185341,2.781462716,34.13766195,0.225425198,20.75125378,1.55029692,36.9443601,4.071490893,31.67837036,28.50735444,22.56865588,20.77189526,33.14764864,15.04847261,17.97110991,2.411687802,33.13864364,5.255948419,21.72353628,18.43771495,11.327625,15.8484409,33.76579994,12.91405284,22.85409572,19.00998328,27.55363055,5.21508074,18.17677212,27.48497993,25.13472823,21.8245126,26.82527911,20.0806445
19.70_490.2421,490.2420618,489.2347854,1,19.69605,7790.477019,69.61725956,51.16989704,15.70482018,443.7613261,135.4347518,129.7877301,565.8114804,4178.425122,61.2949343,9356.485002,1919.390983,711.9901012,1001.113993,4271.437658,1066.129668,1289.549913,895.8674661,3574.903293,486.9190425,9447.428129,1903.376566,719.6344431,739.0637585,3910.976093,1098.498945,1060.682556,1080.960484,3929.54437,463.9173541,10237.16914,5008.113998,2740.818862,896.5996138,3775.482855,1808.977509,1716.094294,971.6835101,4454.167227,816.9056549
17.73_807.2627,807.2627493,806.2554728,1,17.72598333,3.565696472,32.76446857,3.86415228,0,10.14254886,75.16645559,65.33338051,135.4701093,38.86419618,10.02551233,35.70872051,174.4743215,54.84168113,12.87608744,43.06422479,103.751875,70.46504499,157.7592568,30.63032568,139.5113228,51.35589233,161.903663,62.5046688,4.186562531,55.5577853,123.5483143,86.4118771,147.4762727,18.29465335,165.1130782,73.16335594,184.0320601,103.7158855,12.9431804,90.3566488,81.27259144,70.14413943,145.4932447,31.70174261,113.1762784
6.38_381.1382,NA,381.1381645,1,6.375583333,49.89522444,7.709606849,23.44120429,6.254703607,19.07499743,4.739408383,12.24282451,48.28276568,73.81969007,6.814578087,55.86623462,50.30587798,45.56639661,48.74318603,60.11105354,54.22528375,53.45455244,62.28240687,65.55680971,8.558009547,52.81550044,49.18693671,47.68123866,48.18138374,54.7832932,54.15772518,60.26284336,59.71440423,68.91258345,9.087657678,58.45483999,56.29618411,52.66668745,45.90627999,63.31686776,68.70058912,71.14554508,69.65587624,67.29447606,56.02332266
10.57_450.1465,NA,450.1465371,1,10.56703333,754.3842537,14.80158289,8.90434189,9.493820129,32.5046027,8.517277131,20.33437212,51.00705339,473.6530967,6.488200763,632.1577304,172.9118255,144.9231149,523.2432818,464.9631339,163.2612914,171.4750695,147.4597579,522.707855,0,615.6886299,171.510372,104.8509793,499.125132,395.2900108,179.9976104,178.0027249,121.6177251,487.4161201,0,587.1476055,383.2449015,351.330535,503.4918171,355.8104895,236.7570329,391.5287517,121.9914841,366.1698254,37.39629514
21.04_665.2657,665.2656757,664.2583993,1,21.04148333,3879.946917,79.9715965,91.25011203,8.85715461,109.1173663,71.15253303,172.9690797,570.9313513,691.9957507,111.7061594,3468.8645,696.8931098,133.5728449,385.6432379,2698.692129,825.6132544,454.0870412,765.0211529,663.1159501,369.4805807,4259.652611,763.4076294,127.3899531,355.0213763,2757.392812,825.5984882,581.2790844,798.4655953,641.0018335,389.6856946,4292.282836,1687.913539,1005.318287,349.6355394,2266.037524,870.8765432,726.2022353,935.832447,609.9353941,1256.790265
17.75_766.2657,NA,766.2657048,1,17.74515,55.43835856,139.3013713,60.11253937,7.012204504,122.8041428,309.1083488,298.2331896,522.6411298,253.4857576,106.1292887,179.1823046,692.1594793,315.4056902,19.00736692,523.6340332,658.4579371,469.4702749,616.6479658,299.3019437,628.7176193,200.155719,651.550205,357.0794396,12.36834764,537.0116581,567.1848039,428.656287,612.1339288,286.6554801,639.14318,248.9267453,616.7805361,458.814598,18.07477689,555.3481396,630.32342860000006,480.0119599,717.5085158,195.0327247,614.8228966
11.35_363.1150,NA,363.1150133,1,11.35015,116.0664236,0.378292884,0,0,38.30115033,0,1.045507437,2.686312126,216.9295174,0,170.3268993,14.7379405,0.79615892,115.8451443,176.652344,16.76233668,46.31207911,0.054189427,196.1233014,0.703955147,151.3395019,16.6651397,1.176575111,56.48551604,182.0644574,15.29868183,26.75173788,0.150875967,196.489182,0.4911171,258.5885932,55.70149656,3.072298646,73.65491735,197.5929397,31.19575306,71.35455467,3.274773846,208.5449542,5.512851241
21.71_776.2180,NA,776.2180147,1,21.70761667,123.04926,93.8608889,89.67468541,0,62.78005665,93.96063582,167.3843915,236.6888669,71.08151831,225.3152922,170.3365409,260.8677841,376.3528256,0,170.0387463,257.5851913,629.4659362,259.4681661,108.220103,468.5234129,166.9337422,307.6433288,514.1300222,0,177.4574652,225.9010784,569.2238122,260.945781,123.6406478,471.4224252,209.7002293,314.6617383,222.3787533,5.022883653,157.4219664,201.381912,335.6791056,282.5128883,126.974592,353.1660497
11.33_295.1276,NA,295.1275725,1,11.33131667,214.0740669,0,0.419048655,0,88.60308198,0,5.754423882,0.02899794,418.8247626,0,311.1898261,42.16361348,8.076654547,218.6776268,342.7069714,35.8866751,85.8155998,0.02692043,375.66094,9.28e-5,313.712495,52.35313454,5.01847761,121.6339034,350.6105518,26.33566262,68.70705203,0.707154385,379.7081945,0,481.0400296,119.6179254,5.171959374,142.748837,378.0896293,60.18642611,151.0358725,13.46366424,390.1762348,22.19750421
15.52_829.1761,NA,829.1761386,1,15.5161,73.50423691,0,0,0,0.599586872,0,0,1.801853272,12.4279045,0,72.70739084,39.76893654,10.328901,14.96318906,24.18657975,3.855451626,10.22971257,7.447239893,15.67205817,0,63.84098673,43.49765893,3.450363089,7.353290225,33.35072608,0.620108621,17.74500989,4.825787479,15.97122375,0,55.27267549,38.27429733,24.63858563,14.89709322,32.0762888,3.962745243,13.12339584,5.515266114,18.129496,8.3543539
17.75_813.2793,813.2793028,812.2720264,1,17.74515,8.378445374,47.53889194,9.843267771,0,37.58205861,157.0828944,142.2774521,256.7589757,89.7777974,30.23880959,52.66738479,314.4585307,135.085875,1.894594599,196.7864644,255.4143167,154.3993204,296.7349824,97.35226798,300.9773917,74.59082525,308.2665519,141.4563364,2.099861078,188.2912218,272.334431,178.3893752,294.9597579,112.0525452,318.6907799,90.12403507,251.7355379,212.247712,0,253.4034891,209.25752,189.4122306,318.0267139,77.78396803,252.6987956
16.47_488.1230,NA,488.1230046,1,16.47488333,139.1273701,0,6.635938066,22.00755148,14.19010116,8.201435946,43.2256746,28.5123895,117.2931506,0,83.53071114,65.5654398,67.2412499,262.185483,48.62253246,59.14355166,138.4258987,54.68229055,141.0680144,0,86.06305438,53.6120595,53.36658086,251.3262857,39.42807051,69.28312032,131.7836305,67.01599324,128.1843458,0,82.97534839,72.95514401,103.1770413,225.0937966,45.56725199,77.32743988,146.7325986,50.08196697,90.3320582,4.257364266
16.55_679.2457,NA,679.2456827,1,16.54905,70.17904869,3.751024168,0.763536498,0.119825434,12.0936116,0.236382723,3.379246564,17.32145269,53.70835924,3.801175583,62.44835062,46.64393093,21.40602853,21.34781768,67.19805378,14.33439683,16.03529176,14.89577087,41.96985828,9.005556704,67.94681722,47.27608698,16.61117778,16.95095035,57.19637708,7.919005452,18.79828585,16.7777943,53.05081907,5.681216619,74.65548383,71.53289674,46.05984313,18.62025948,53.84014491,20.28209202,23.62129936,21.711187,50.98432467,20.35030469
10.47_432.1371,NA,432.137086,1,10.47203333,1957.826518,148.7887529,166.2946161,180.7408668,308.3930264,473.966829,371.8336113,175.812197,1189.543759,273.2433544,1922.805813,1204.005035,721.3659186,1227.016155,1723.725345,1477.795592,1143.229577,918.9122871,973.8633568,157.7236849,2015.269152,1087.136136,597.8309766,1403.122598,1547.753614,1393.334437,1065.998477,579.886889,1078.356557,147.2029608,1926.223778,1193.058445,1320.248906,1318.265057,1702.56494,1197.028136,1949.636229,697.0089323,899.2575038,556.8934788
18.23_340.2241,NA,340.2241155,1,18.22613333,2032.564304,0,0,0,0,0,0,0,1129.938895,0,2204.739574,97.08833245,1.918764644,338.5748534,1583.014668,25.25960373,66.88210063,47.72261707,1125.500979,0,2333.274979,44.57662333,0,291.6997394,1598.104532,34.34425256,55.61773404,75.88462342,1141.235132,0,2614.228919,780.1150957,268.1488405,307.5657558,1723.083298,278.4154593,431.6302444,105.3271769,1169.354937,14.62887983
19.22_788.3616,788.3616264,809.3345523,1,19.22391667,18.14506985,5.065673674,0,0,5.736489159,2.165843748,11.13559494,85.89163705,34.62525786,0,31.13119157,55.30595022,12.58942324,2.535105651,42.55031296,41.94669539,33.44654069,74.5437932,35.55576751,43.34823686,19.67924995,51.66552017,5.745310427,0.331390136,45.7150501,55.93396789,57.22488768,53.162592,45.00854875,61.63799053,19.52257573,44.55110992,26.92577559,5.5329209,29.07237723,42.55875274,42.7563878,61.64224259,43.02751539,50.5082476
9.27_258.1457,NA,258.1456914,1,9.2701,256.0011513,0,7.907314186,0,0,0,0,0.66871505,197.9347438,0.555897286,204.6285892,0.700856034,0,335.2855137,174.5061906,0,53.57690931,5.733369224,168.345761,0.056833489,208.5604358,1.595847863,0,293.1724808,168.2499622,0,20.33626695,0.922413814,154.0031428,0,171.1072635,55.04093806,61.3878991,284.453335,166.1455572,71.50875358,123.3937149,8.465683652,149.3347239,36.41988718
5.82_658.1081,NA,658.1081231,1,5.82495,1.406228198,1.041783459,6.713473549,34.55778427,14.12402171,0.916081191,13.66544737,0,20.76480777,22.24156375,12.60619663,2.59118581,7.189849505,32.03332081,50.2163002,9.337504575,11.60113525,6.115660479,28.82335163,57.91216691,0.111436878,8.856148392,13.47046217,39.59488378,51.0236344,2.384469109,13.36574876,16.62058623,34.59917165,50.72787229,6.462825854,42.84522428,25.49505204,27.91375309,37.23797298,31.13115159,22.92692604,14.29295413,23.96219738,48.97408099
19.22_951.3286,NA,951.3285734,1,19.22391667,22.75293692,2.962546897,1.68494677,0,8.061285507,9.645183344,3.581724696,51.48242296,28.91551586,0.66625283,23.65803354,31.01123406,3.666993934,8.256028669,25.66741496,26.09266223,39.65074804,38.31056765,29.9772109,29.08120411,29.99379243,26.59071331,17.47934033,1.523017665,26.05889087,34.99349172,49.8045941,44.63511941,31.57298041,50.50319588,37.22665281,34.92078784,35.96308344,9.155252983,24.2089209,20.55614571,43.91862952,47.82862928,44.4771155,18.0458863
17.82_562.1428,NA,562.1427963,1,17.82115,328.7481699,23.36523959,0,0,0,0,0,0,118.9195007,0,425.8237191,25.7980085,0,3.143946954,133.4759463,0,0,23.66986094,129.1298964,0,441.8134676,21.25502641,0,1.857920426,178.6081574,4.634497603,0,17.62924595,90.23741229,0,439.0466814,210.0808681,46.1637296,8.321191879,223.569413,40.71095882,44.35920978,24.39840023,112.2129983,0
5.84_531.0996,NA,531.0996244,1,5.844783333,48.61241699,3.351889025,4.529774197,128.7390649,201.8664447,17.01000822,249.4202476,3.644428856,167.6672061,49.37644424,186.7217562,12.15801311,32.56415519,287.5389627,126.7563109,193.7623772,281.8130981,79.86506993,204.7347133,86.50065522,43.53608861,10.68504927,64.58240176,276.0019299,120.80701379999999,138.0043892,120.4747111,133.0650925,197.6640458,89.53076527,224.2283353,176.5869897,220.4757828,262.400264,201.9037042,214.0204421,232.5497156,186.3969378,193.3701765,220.5544878
3.65_607.1139,NA,607.1138547,1,3.653883333,26.1262531,1.454727004,0,0.611971356,0,0,0.176651301,27.86693512,24.83330842,0,21.5274754,7.884106327,0,13.38595638,26.07067946,6.738308717,0,17.51875372,30.45920153,0,18.20934945,12.29026424,0.468735939,13.4260068,28.38720269,7.634873497,6.923687515,19.9014351,33.21652228,0,27.39972379,22.69033382,10.35261215,4.048060804,31.72498688,21.30522189,14.77260593,31.70001598,32.13714029,1.786131054
16.97_451.2152,NA,451.2151915,1,16.9692,169.4690611,4.417004346,24.44953537,2.594308908,27.73407633,33.83683724,35.1806838,43.82816344,120.4039166,7.946100099,139.5068675,94.26493546,80.63982496,112.4076037,191.5698949,118.5422438,129.8586056,73.59955457,122.9825512,30.3179176,138.9142668,82.81495238,75.09887549,105.7618649,165.1388097,107.3506145,113.1798266,68.47989807,124.228245,24.59919488,136.7182551,106.9455131,134.8595199,89.51836003,128.2474884,118.85804,189.0158679,70.42362461,74.69338489,99.36309217
5.39_71.0130,NA,71.01300877,1,5.390966667,0,0.683019557,2.152613083,0,0,4.257709744,0,9.437766843,6.920789525,0,0,9.462424281,16.20362682,0,0,8.05279756,0,17.53859399,6.093255433,0,0,13.27171892,7.515020688,0,0,11.26600739,0,4.606038695,10.02415507,0,4.519036545,7.545736995,10.43751614,0,0,14.43581145,0,8.449460256,5.829506585,0
16.55_738.3386,NA,738.3386181,1,16.54905,14.65300698,15.57660146,19.21608399,4.057065335,21.33818623,14.00110541,15.46868693,11.16682322,59.71056882,12.14913689,95.88847029,10.33554748,28.55458615,38.28360347,33.77578157,45.0747905,29.1726452,38.92284255,71.61216904,26.36431539,119.8634522,18.10582137,36.60316032,42.1684223,20.23861219,21.02496065,26.65297204,23.41887865,48.24133891,15.22318628,122.3522564,36.06176507,44.49120648,41.24993887,18.51557152,48.28072212,48.5558166,22.98512455,49.10394347,26.98562332
11.24_732.3050,NA,732.3049531,1,11.235,22.3487732,31.17663553,19.45597209,28.46021386,19.85244416,18.86619916,33.8694795,38.50746659,13.61119056,9.924635793,40.71957521,90.57820329,48.07270568,33.71619076,41.00171451,68.74510075,51.56535019,65.62919269,58.6619911,51.63197031,48.67510425,69.34563806,62.2599116,36.07788895,41.92344597,106.1772846,54.98249948,76.77860854,36.57544391,45.15203671,36.78509293,64.72039124,44.64726445,39.7142966,52.82631663,54.77260095,46.58299639,59.18202769,38.38874279,49.83388115
3.67_613.1309,NA,613.1308588,1,3.6729,27.41630264,0.88229419,0.590401264,1.869359324,0,0,0,36.87146779,30.51662845,0,23.12494581,12.13755081,0,14.18272377,31.02511756,5.97936245,0,19.48430538,35.01138428,0.141523401,24.50835407,16.33585387,0.11084164,18.84235572,36.19194835,9.809193916,8.46942696,21.69329843,34.44574699,0,32.99787506,25.61969209,13.79330548,6.409461019,42.36703523,25.95709064,18.53351963,35.4664742,35.35822794,3.873970049
4.53_293.0812,293.081218,338.0661326,1,4.531183333,14.92953531,57.96637114,46.87719993,78.64839474,99.12883135,44.55117837,69.19634798,34.08077931,25.27987549,63.09307922,15.54740117,10.27398898,48.19560362,13.32542396,32.21762394,37.41239535,18.84144059,16.75931884,43.30077775,61.61879172,18.20120785,15.5606619,41.46197677,38.36078078,18.12813924,38.27167205,29.04044706,19.68686385,34.13454275,59.57216775,17.38443898,20.92072505,26.31463597,8.316253481,12.57617253,22.68948204,25.2172452,11.23173279,37.7813892,35.46207989
16.12_341.1826,NA,341.1825721,1,16.1219,151.7866822,0,0,0.623424504,0,0,0,13.35103895,210.371237,0,122.316081,10.64426732,45.72835895,175.2477758,58.39954341,68.5992755,87.28541602,57.19721304,190.8493511,0,130.4759359,5.213518503,35.61715353,137.8819373,46.3171962,87.48807802,59.52894563,71.49313159,172.6319291,0,141.7734132,49.8987789,106.1564738,119.6404834,55.64345675,120.0223015,100.1851888,70.16089094,155.7711741,2.724783115
12.26_385.2087,NA,385.208693,1,12.26093333,38.23758273,0,0,0,0,0,0.78597312,12.22581378,31.64296964,0,26.59582163,25.97753658,16.54037724,23.91547001,24.79420245,12.33641059,29.21561146,14.93963552,27.01640937,0,26.07492361,25.06231234,11.2710135,31.84809514,16.37447689,16.63252882,24.9259915,10.92738855,32.25738968,0,15.85867126,22.54938257,18.35747967,22.2041632,19.58151574,20.73939668,24.86226182,13.54460904,26.26985965,19.3502631
14.97_579.1717,NA,579.1716596,1,14.9678,174.048636,43.30242152,23.12557238,1.32367614,2.955067863,126.3634289,155.0697755,41.18470359,328.875779,6.428762709,185.4505253,296.3199042,233.715353,98.49699659,153.8433875,216.8367287,189.6836739,281.4599456,193.737088,195.7851833,167.0066362,279.2463,224.9776307,78.70855793,128.5020397,241.635075,193.8693981,280.2473761,252.9196841,223.0643688,233.9372535,289.4066978,300.8747912,116.7348509,165.675025,212.7776193,202.3749188,284.1337414,187.9729809,220.8815253
16.63_394.1959,NA,394.1958675,1,16.62921667,1314.104824,0,0,0,6.184838264,0.005030372,0.009547827,2.459042012,949.9962606,0,1452.556939,39.68167558,12.73709828,449.4280488,692.239199,36.32900753,123.8782332,39.78082062,838.2698019,0,1519.563737,32.1596726,7.80056425,481.7909978,694.1797128,51.96273444,101.2682123,99.71544356,784.8982965,0,1736.874722,767.1480214,399.8388368,449.6527238,718.479504,230.3177509,303.6670719,104.5232209,837.7790196,28.91408043
20.99_586.2915,NA,586.2915437,1,20.98531667,25.64822227,8.320263457,0,0,3.828569518,7.796077017,34.45158946,34.55483694,68.60815151,11.69128801,28.5358781,70.41913973,27.59829669,2.344260619,47.08796407,67.37408681,52.28208416,100.5316297,27.33340007,41.8884203,66.67477748,84.36243551,16.5996869,3.65151636,59.37045497,55.60069973,34.28570864,75.70776345,39.62843954,42.46895407,43.30256354,40.34939447,16.25140364,0,34.12405429,18.21971621,43.10978527,68.78868872,26.588371,74.68969383
17.84_326.2085,NA,326.2084959,1,17.83998333,1791.70499,10.40060723,9.738625639,44.08184837,270.5431866,192.4328638,307.0956597,1145.727568,3817.410757,0.374021373,2216.225665,471.6470345,573.7943525,2047.673605,1534.874377,2297.261462,2312.628447,2247.013178,4193.152935,0.806673434,2222.643912,384.3426432,368.1593154,1726.421357,1456.002194,2677.513873,2400.504715,2225.485977,3718.058875,0,2227.419118,958.8227846,1097.915341,1587.014962,1441.987744,2873.142744,2571.708217,2439.557345,3171.147021,271.8158469
14.25_821.2310,NA,821.2310045,1,14.24666667,32.56863622,0,0,0,1.656954215,0,1.299891336,36.17044415,63.39084409,0,38.51526848,26.7386699,5.050682272,0.243939503,17.39715563,28.01906229,59.41742244,30.85614601,55.73772212,12.80233405,44.68246242,19.58706385,12.80872794,0,18.95681216,28.52612565,68.42212007,30.01346992,49.37276132,5.308613831,49.1666847,36.85725283,18.51825451,0,15.93495026,45.19398856,65.38327932,32.74932067,51.861969620000004,16.20090846
10.57_512.1169,NA,512.1168701,1,10.56703333,138.0754868,0.015873519,0.77002281400000006,0,0,0.325552444,0,1.724420445,73.81070474,0,108.1670905,13.72851385,3.425058441,98.1508819,80.67018601,7.857637008,18.47481371,9.348822234,99.5408399,0,104.0185171,14.60144351,1.476805635,84.05394591,67.44705359,17.8213481,13.85745876,10.88301084,86.90835901,0,102.6420576,54.28208443,47.35322472,90.73397676,64.85816311,36.49282199,60.37405323,10.14693008,60.21761939,0.920073214
20.26_144.0451,NA,144.0451305,1,20.25601667,45.54162109,49.23208404,35.1289183,32.37458907,67.79245096,46.21885909,56.17931808,50.68515528,41.38583398,37.32470889,59.92947546,49.63464849,37.87954617,55.31855426,71.358885,49.9649703,42.97114348,44.011573,34.37665263,26.0539576,108.6351799,107.3259549,110.94006,101.0830645,106.6960901,80.95696623,103.5249217,109.1350554,124.7728162,78.57473739,99.55105546,97.65294977,113.3889239,99.94306162,117.1752016,181.1836718,117.8039549,118.1771066,115.604188,75.82731098
11.67_473.1863,473.1862631,454.1684219,1,11.66546667,87.40692909,0,0,0,0,0,0.245249638,11.43596949,146.7118433,0,121.319201,11.53829676,4.939402998,59.26987736,33.14681919,31.80412536,61.72554909,29.0194229,131.1893423,0.512290439,100.401616,13.21935392,6.88957866,30.71816029,32.65363444,34.38896131,60.06469413,48.78397571,137.0624244,0,110.0001316,46.19582705,67.41918302,26.94390647,28.85169507,55.76319665,81.9805107,45.21959322,123.021249,20.37565734
5.39_245.1145,NA,245.1145393,1,5.390966667,1940.667298,70.47276804,126.7461119,404.3319002,469.0252069,119.3879286,168.0714042,118.8903323,1351.6798,83.8854027,1557.284506,230.1979816,314.3482446,3289.877155,1300.68546,372.47161,1118.734777,342.2208725,1290.45178,47.47363367,1560.344422,176.1737271,178.4033011,3015.132159,1531.252817,470.780098,931.1598384,478.1804741,1301.57055,33.70064023,1156.861158,626.6708299,775.2990839,3216.019465,1429.503694,971.9797091,1197.947864,562.1511457,1178.440074,853.5379908
19.51_739.3995,NA,739.3994829,1,19.50673333,23.87070166,12.06240251,18.15540166,0,33.79872398,38.63433786,26.28712165,157.8563516,126.5869658,0,64.55958471,78.28938149,34.69287843,1.396200386,177.9634805,248.8214859,102.450836,182.9676897,157.341008,29.98365139,69.82585438,67.52684853,29.02406659,0,171.09064,223.2486755,89.27449446,148.8368044,131.1485852,14.31683846,70.16938899,66.87259155,73.49214758,0,131.3653365,228.3295983,99.11904736,166.3943155,95.19812367,77.60048343
7.06_460.2041,NA,460.2041026,1,7.06305,22.83427854,0,0,0,9.647462749,0,6.623172905,85.57998045,186.9969404,0,23.45695484,79.05594433,70.72057832,0,77.92968213,29.85295528,59.519497,138.7708821,128.2300815,54.92047518,19.39015095,89.11298714,82.48197407,0,49.61868398,15.52563489,37.35630641,157.275174,138.5034572,31.06895181,18.5513074,82.89593084,83.53192333,0,55.0611084,30.25312128,64.18733565,204.4567822,186.9636222,42.98531539
4.19_347.1568,NA,347.1568493,1,4.1942,36.77300748,3.312843558,6.346991481,0,5.473387492,12.89065248,2.274651301,11.2152271,28.00583453,0,23.60137047,7.75329341,5.540336009,10.53256896,7.920929839,12.738983320000001,7.631648106,20.14113967,27.61973254,0,16.32819036,8.721383809,5.210917533,20.92841893,18.43091912,13.64024139,10.7618795,17.5361178,29.83584641,0,32.64708123,19.992212,18.35804317,19.56632355,25.05764884,36.23613052,37.52200232,27.93828226,34.39034174,10.66147628
14.35_355.1981,NA,355.1980829,1,14.34618333,309.1399176,3.39421799,21.95004247,0.00834799,262.5064295,165.7789549,161.2239644,293.3716042,959.1537031,18.73870129,243.7347214,184.2723169,216.8836877,133.3607834,671.3377922,947.2111048,1032.303759,572.7462383,1079.831897,27.15987562,265.3616275,135.9356421,200.9672987,144.7210872,553.6848308,904.5253698,916.5106862,628.9343814,1082.269118,15.08748019,270.3993437,172.8958923,250.9654275,133.0601952,532.8386071,1083.998845,1107.3025,615.6227897,1047.520592,210.0152842
11.39_278.1155,NA,278.1154658,1,11.38798333,41.80224888,0,0,0,0,0,0,0.798608984,72.61710924,0,71.20541007,0,2.234979356,64.48025806,77.49180697,5.097077592,7.803010879,5.597140589,51.50399252,0,65.61834019,0,1.369055693,51.14103919,53.74347304,4.65735403,5.196124512,3.327767998,55.22031516,0,55.21012205,4.882275427,8.098975669,45.62253933,57.01215186,23.94624233,15.76506653,7.207089585,45.53856792,6.006229656
24.78_630.8853,NA,630.8852728,1,24.77678333,2168.066993,1840.413043,2566.228558,2905.75909,1728.844335,2794.709172,1795.761322,1423.873614,1041.14399,2487.327972,826.0504363,873.5405456,1052.886244,890.8349925,859.7527691,877.9559464,849.1042398,742.0255484,830.6235706,954.4920318,875.3120778,1210.749449,1132.737468,1217.809162,930.367085,836.9315725,971.8228019,1085.041105,940.2091369,1090.439345,853.1063754,956.2723266,847.9902615,903.2791283,922.6889738,745.1064464,924.2145267,775.4802733,665.5406365,775.6585221
24.89_276.0538,NA,276.0538115,1,24.89111667,433.4630905,332.3274076,271.3762588,323.9918695,228.6177724,277.7649734,329.6041972,237.813798,196.5568218,312.9621394,189.9381454,160.144122,198.4363299,183.9335396,154.616166,155.8933215,181.0402382,130.9235366,129.5500253,189.5795827,143.0910041,150.1461418,236.7190173,153.4317199,114.100111,166.9773354,156.9350252,143.3842284,110.7349516,169.3992811,70.37396119,87.78025015,130.1954439,139.1792442,100.0352268,144.7162627,143.8881368,105.6903117,123.5506323,142.0210022
3.77_383.2052,NA,383.2052203,1,3.76805,9.972571662,0,0.428159954,0,0,2.766579324,3.918697295,11.29404118,5.10516209,0,9.395041314,2.115850212,3.55577992,5.085760482,19.6151544,5.89157351,8.93145801,7.384922732,5.21397141,1.886456734,12.98888405,2.138708798,2.957449707,7.323912966,21.1529362,5.623955103,8.293943004,9.613172018,6.617891237,1.19972238,8.636617592,4.433452142,2.05742902,5.059777587,12.74771171,7.595136783,14.86078055,9.698967757,6.405302195,11.75286133
4.44_563.6553,563.6553334,608.6705471,1,4.43735,65.30105937,108.9532408,82.75455796,177.3533628,115.2549967,91.73431234,93.55737938,77.57092474,4.849607732,112.020872,72.65419713,57.19682094,84.57903912,26.70349832,80.12050729,56.76752055,79.77760973,57.75633589,0,104.0789029,88.28446053,65.94843425,84.23433231,44.02017414,71.83907327,66.30581744,72.88426204,34.80112713,0,141.3665647,52.66368167,28.02859365,59.70821095,10.04268103,64.00375225,2.816799519,67.79779782,59.81632655,0,28.45226498
21.02_862.2033,NA,862.2033439,1,21.02281667,175.081922,0,0,0,0,0,0,0,5.79018692,0,122.4536081,24.62914736,0,0,110.8621158,4.568744219,4.96261222,0,6.885109709,0,193.4598486,22.88670757,0,2.114274296,111.4563975,6.738415141,8.719784177,0,14.66461917,0,162.0571561,69.55784196,44.82975774,3.204070848,91.2601611,18.48431662,26.66265649,2.375131566,0,31.84559136
