compound,neutral_mass,mz,charge,rt,pos_12,pos_16,pos_20,pos_24,pos_28,pos_32,pos_36,pos_40,pos_44,pos_48,pos_13,pos_17,pos_21,pos_25,pos_29,pos_33,pos_37,pos_41,pos_45,pos_49,pos_14,pos_18,pos_22,pos_26,pos_30,pos_34,pos_38,pos_42,pos_46,pos_50,pos_15,pos_19,pos_23,pos_27,pos_31,pos_35,pos_39,pos_43,pos_47,pos_51
20.58_568.7623,NA,568.7623372,2,20.58491667,917.8925826,115.403421,61.42441132,18.12334529,316.2483318,31.75455856,83.28169141,285.1124103,159.1692646,223.7736989,1637.134081,302.2321738,96.98684745,69.13928642,498.5541739,91.69681088,187.6981252,524.1366298,388.5154203,345.139924,1825.487949,156.1253218,107.5789079,57.64985753,604.6690857,166.9802643,134.4685626,654.1885645,337.5457138,147.5723856,1772.927734,429.3655553,197.0868364,77.69578964,402.5829059,125.9056443,128.7297334,631.7669939,585.2617555,239.9140613
14.60_171.1120,NA,171.111987,1,14.59923333,445.9887432,572.1283792,614.2855014,665.3542698,511.3099821,611.884261,528.7306677,404.7478564,480.7701321,519.371572,417.914012,414.179546,508.5053786,437.7460615,396.0163993,424.5120022,405.3023919,387.0097874,473.2625684,340.9327824,393.3727669,425.5693577,466.3609465,502.4436388,400.4901347,399.599415,405.4619742,398.8531166,436.0480486,348.8808017,396.6252056,414.703496,453.255443,478.7102382,376.3439808,408.8335073,417.787237,401.5290958,447.5044665,401.3973131
24.64_331.1875,NA,331.1875401,1,24.63671667,170.625811,503.4049034,996.2246163,350.207738,248.0305396,283.7208419,264.4512097,193.3884913,256.31068,203.6681966,86.55456102,190.7470646,467.619261,149.9883974,189.57566979999999,81.82550147,104.9776963,55.77252957,201.7410275,182.472992,76.20596151,177.7576886,212.0364228,70.19750558,131.6658537,33.9325645,166.2685287,103.8187078,108.4824779,313.9154162,56.97547606,49.69620584,102.788829,81.72172136,129.1097848,92.90924973,115.3248679,66.87157268,64.36782755,162.2074741
23.40_504.7586,NA,504.7586393,2,23.40165,14.2049686,53.31478074,25.77032489,12.39231343,511.0225926,125.164237,259.7594101,1136.250503,68.82237453,3233.681077,18.29936684,411.7486943,298.8035996,67.07959398,1836.488667,1029.466331,922.9681875,1881.050456,229.9048764,4994.16473,36.27294499,518.9502385,545.0140534,32.8917755,1616.027074,839.4773605,1289.38333,1191.181957,222.9866961,4762.759655,31.49997267,707.8840066,326.5886256,75.749148,1685.532856,1035.473764,1712.033122,1827.409891,491.5183135,4947.243624
4.37_390.8314,NA,390.8313871,1,4.3706,246.2449084,260.5348775,254.6034872,380.9852031,205.4490413,282.7141597,240.8306277,204.241923,182.1240622,297.6168861,177.147228,203.5893183,224.9252685,252.5267026,142.6931712,221.8945844,177.7677041,187.8975913,204.700635,186.629631,204.4983515,192.5658888,263.9195287,206.0196976,141.9478254,221.8231162,180.4492105,179.1879726,198.3288326,229.8904891,158.4989051,169.8304132,200.0285269,197.4281535,142.0300909,154.6432446,172.4138631,191.6068099,177.5799408,167.9977905
24.08_350.2649,NA,350.2649361,1,24.08073333,315.0291631,323.599085,330.5960843,388.1122927,221.4729359,326.7136684,271.0300599,209.1575441,273.9034832,319.5162739,195.9222968,318.0322641,197.9007693,306.9064473,183.3954637,223.4423724,186.0047375,150.291977,210.1412327,176.3008937,261.4626186,241.052665,231.2292765,276.979903,210.1805152,278.0849605,197.8751304,232.5648162,194.276267,255.3661355,240.9061502,240.9181479,217.7818824,295.2548019,195.5709996,202.6524901,197.5394975,168.6187081,216.9231204,162.7745512
23.74_583.2130,NA,583.2130024,1,23.74193333,1.557374007,0,0,0,0,0,0,0,0,0,0,206.6592999,23.05046236,12.07790231,71.6366252,205.7967539,180.24534740000001,110.2952924,16.25669937,46.51491867,0,227.4283817,47.00611797,0.006274742,81.36377154,237.5314126,164.3899487,170.7433014,9.563591188,40.78964595,0,180.5805555,247.7537199,13.87132819,135.8838598,109.12794,95.96589468,105.0926929,4.939699934,131.7708165
17.37_136.0749,NA,136.0748553,1,17.37108333,0,29.53546511,25.33728129,25.91622811,7.128336374,20.10863754,11.74364747,4.544181228,0,19.96378872,0,0,0,0,0,9.434601818,0,0,0,5.201692743,0,0,0,0,0,0,0,0,0,4.8643359329999996,0,0,0,0,0,0,0,0,0,0
24.62_412.0923,NA,412.092289,1,24.61838333,358.5307771,469.0245444,279.5201873,429.6922871,189.9497796,478.6993443,369.1158124,210.2844648,207.0172094,340.766204,73.49498163,64.55519173,129.09156,63.02475254,41.01905767,48.01922845,6.113617878,6.905650668,7.249755611,76.76664169,62.74459557,22.98788668,503.0491585,155.1862661,8.579242578,37.53745426,77.73271194,107.4843388,64.3539595,22.78460744,59.07683198,0,122.6313198,80.83217294,9.502581524,0,0,0,0,0
24.29_589.3055,NA,589.3055115,2,24.28606667,35.43200406,76.82925459,1444.482204,894.7924257,64.61102877,357.7212439,22.09422666,469.6638065,480.6633828,6191.306942,17.00882235,66.89010409,915.6194469,350.4638964,34.71245255,141.6888405,20.31685118,248.688136,168.369906,3698.811626,14.46766815,43.75320183,868.3019418,378.5381434,65.33680846,166.9511062,19.39608067,359.1598166,166.9062789,3850.636396,30.50313799,78.55861103,942.4734853,462.8285814,63.78140014,153.1583137,28.64150908,385.5607903,191.984215,3586.029868
24.29_359.2158,NA,359.2158434,1,24.28606667,665.8837337,670.0906896,739.5043589,963.0639293,507.5363078,810.6602719,731.3437108,2643.713755,634.3250117,795.3469859,525.442584,468.1299153,473.4399684,558.4346688,487.0421945,364.4517291,311.3736132,2132.196205,453.5400169,403.8368387,564.7564887,502.4902762,461.7524013,494.7822053,491.2321552,345.3277736,403.0251411,1873.91283,573.478483,455.4738231,600.1769506,533.1327997,451.2839778,422.6905728,369.045677,469.4019972,398.7662902,1685.07329,680.680952,436.1016258
19.18_558.2483,NA,558.248253,1,19.176,324.010387,710.2494287,847.366375,717.3911993,523.6221735,484.3035803,610.3271512,418.3776691,521.0628102,676.7020887,366.6087189,422.3346612,592.2311829,533.0208574,329.539868,293.1967892,338.0876661,326.1582117,479.6301982,464.5116764,353.2357754,462.9535341,554.5355496,521.0096988,371.2685746,366.9809769,376.3852593,310.0994255,385.2748261,491.1828973,310.852182,420.8701571,494.947539,542.5982996,358.3819915,315.8626844,300.5313701,317.8560319,449.054915,274.3587954
20.49_312.1153,NA,312.115293,1,20.4891,316.9740248,274.2677305,407.3426326,416.1952613,240.90913,422.8736663,313.1239473,216.7158788,280.8226121,346.3501325,297.1808697,235.7656478,269.8711545,292.5304336,217.9548778,219.9060356,244.2799022,176.195067,210.62046900000001,256.1833869,317.0798592,255.0146664,240.9337317,275.1572006,217.3812999,267.6571284,276.7912818,195.6358839,242.4693266,267.4883893,244.4400276,242.7165669,264.2960558,283.7878067,235.0837477,252.3980632,230.7679159,176.0120325,227.0564702,174.7911445
22.58_524.1146,NA,524.1145533,1,22.57598333,414.9314042,607.4791877,557.7815399,929.0563259,326.815948,547.0717578,507.0239075,216.0637055,405.2329371,430.8562841,303.7291182,278.3101112,281.9163007,473.0802075,90.85273496,278.5653202,314.5411211,138.3977383,277.810388,258.1920598,315.4852538,221.2111016,352.1371555,572.4915588,170.948976,232.0026302,255.662178,178.5346553,307.829279,186.7634412,326.6799832,209.7098316,311.4354408,449.6376971,99.08081234,205.576102,266.7985912,153.1285494,379.0808488,91.49150119
24.21_497.2453,NA,497.2452749,1,24.21206667,5.321081527,119.4715423,91.17505047,0.095910411,0,3.519461048,15.56343904,125.475582,404.2522715,1.896872589,2390.322147,3645.419002,3188.089483,3336.493121,2095.988196,2948.413771,3539.785728,2748.092625,2915.444283,3508.076867,2099.173931,3454.923109,3146.611856,2883.396821,2024.081826,2969.100494,4186.162879,2557.630916,2297.525631,3546.574427,2196.603625,3636.504283,4604.276016,4364.128356,3228.926152,2456.53629,4073.678356,3197.5236,2802.497453,2946.961716
23.44_545.3156,NA,545.3155658,1,23.4391,4.867387581,66.60487333,34.58778319,78.96632551,18.72019053,37.79056242,7.46859774,14.38104321,30.53977799,23.42180552,178.8366547,361.8122607,149.1790386,293.6610424,191.2199307,432.7815117,21.011755869999998,428.9724633,32.63703591,38.04283355,156.1588218,365.2187419,147.2970078,307.4164123,162.1683623,436.0499743,39.80601743,499.9748836,61.73395633,18.48253544,271.3337535,943.0011536,358.8597247,499.5236246,198.0634939,410.4483448,165.0624182,959.1957904,69.0862994,39.96245693
3.76_260.1238,NA,260.1238265,2,3.7648,15.20054213,34.94430097,25.49716235,92.30905942,3.790494121,17.06646974,19.54950555,18.23622894,10.50009763,15.91770101,8.654718557,13.59346257,17.11267942,39.69132736,2.243931976,10.83601495,16.87600907,13.53664043,9.812554812,15.60125261,11.9506174,16.29512206,18.08696727,38.02985773,1.82267762,9.148388194,12.91797813,12.10751218,10.69298771,15.43149989,10.56988427,17.80958701,16.70682326,36.39552678,1.286917837,9.184797196,10.00891501,11.82442301,10.51719279,10.69068945
10.44_487.2132,NA,487.2131573,1,10.43848333,629.6280666,1373.003189,1448.984374,297.7586274,707.1566488,1276.881668,1034.478839,925.5079616,211.0579483,1373.324001,284.3912635,816.412135,497.1183635,231.281693,390.760909,434.6784095,498.3374276,442.2682707,194.9215514,602.2091859,250.2885209,694.0169595,528.8299896,252.3136573,408.1677412,380.6354344,398.1095597,507.4751609,197.0594959,538.1968288,266.402068,459.718343,446.0454507,256.713728,288.8516236,281.7906899,195.5385575,486.6375481,186.7332016,416.4256552
24.16_277.1768,NA,277.1767672,1,24.15723333,114.1156079,157.8828981,126.2980258,142.3324999,138.298486,125.6535949,126.6796083,128.6269989,104.5987845,150.6369577,69.73630989,81.07255227,95.49431859,62.57928548,96.0912601,67.61821784,61.7910373,63.56106941,51.50928097,95.65892555,80.92706076,87.59776966,76.33259191,91.09828116,55.67056914,42.89932427,79.62588778,59.39174923,99.33939391,63.25927403,96.55700682,65.91639108,37.05180433,47.23128299,30.88783599,69.47779976,39.21422857,69.09995959,65.97089458,47.56869772
20.39_775.3555,NA,775.3554605,1,20.3931,2327.596911,2977.691174,399.4497316,2983.531993,2022.079167,1041.34252,1779.843363,2748.820813,2867.009943,2259.497463,2336.794251,1031.036907,215.4476934,1874.288461,758.9331308,921.7397097,1165.122229,1663.70419,1755.704857,1504.732332,2255.519657,1158.372106,257.9101925,1644.032762,849.8796144,995.9311239,1377.78854,1964.732946,1727.332325,1510.419497,1818.15607,1095.366771,260.98563,1483.640079,1183.596863,833.2414143,819.7334767,1447.892588,1358.997453,1385.727277
13.43_285.0750,NA,285.0749612,1,13.4328,209.7472235,343.8850394,348.9510754,504.1496574,148.0931116,212.1602581,318.7751698,202.9582847,736.8569683,256.6553935,188.6230892,136.862133,194.075584,220.6153852,89.0667068,137.9098503,180.8419203,137.6062041,324.3311158,148.9166712,187.4935914,139.5869684,195.9732241,199.6375692,125.0127041,154.9674764,187.3222932,188.9942468,331.3546045,192.6196875,222.3875065,126.1408664,167.6765028,214.2100513,118.785632,166.7258941,176.5309548,176.6905957,605.418561,141.6782498
24.06_408.3084,NA,408.3083866,1,24.06175,0.166477314,15.52128173,3.802337513,0,18.67622668,0,0,0.054196607,30.76548186,0,44.15114289,10.69507401,31.90287334,188.7324368,74.24158256,31.8008175,35.95878422,35.61190967,390.9846941,26.03370229,47.42944394,3.961308303,33.4667286,132.6097489,63.15118693,18.1903513,32.14696002,27.75373198,338.38686,17.90969557,78.44435832,26.74833975,119.3776676,361.8296241,332.6936674,295.4345855,440.5947166,109.9899078,648.0181387,84.22347543
18.88_605.1881,NA,605.1881427,1,18.87985,368.5700518,880.3998232,994.8189429,1209.968137,533.257637,783.7439342,587.5701316,348.1174195,405.4772305,892.3909956,258.4894896,349.5585454,539.6235206,639.5402035,246.1974525,306.2683631,404.8036458,271.3754081,365.2582349,392.7344114,214.0454262,323.7990972,570.9063016,770.8788668,231.0407805,360.5730751,455.828822,286.3377881,425.4248221,359.3326217,267.4125471,307.8441578,379.8511488,567.3369435,199.3414946,293.7186591,335.0789266,360.2664241,304.7972339,245.6571117
17.69_407.2249,NA,407.2248964,1,17.69491667,3566.45637,366.7708754,469.4873834,249.460548,1151.825176,532.171246,692.7896583,1709.94018,7406.441414,435.981406,4524.606606,2602.819469,1347.026323,870.27159,9144.759665,7457.546131,7021.867922,8870.644488,8463.129004,2479.05064,4772.069818,2341.980422,1327.702549,980.9127932,9799.957643,9317.904657,6639.994826,10508.20149,10085.55504,3050.996365,4881.282856,4494.520834,3099.737691,695.6748084,8553.862498,13443.97268,9867.94204,11889.87312,11039.5181,14089.06125
15.96_538.2061,NA,538.2060874,1,15.9623,194.3143536,195.5563647,268.2091835,507.5955678,115.2186772,224.6504892,222.5996121,67.4299483,266.8883608,201.0795495,105.9439838,100.3217978,112.0773866,235.0745928,54.44363811,69.77654439,90.37201112,51.82108642,210.7831717,69.61703837,104.3254651,61.69158984,95.04179323,315.5046016,29.58867269,70.12968713,92.49829796,68.19820191,384.6497578,72.74043967,42.37207717,22.47202301,66.66007835,254.4327999,39.82278176,61.11900357,38.46302673,66.24906666,177.5693412,36.89610253
19.25_433.2897,NA,433.2897171,1,19.25,10.78119167,3.40544864,0,0,0,0,0,73.42636987,0,0,43.55270714,203.6928325,7.051760496,3.2142341,98.0739998,134.5363534,8.887300278,101.6348301,0,61.83876046,24.05417601,205.632719,4.485395646,0.519983538,116.7636138,160.5442789,21.63664942,81.8364209,17.94344883,56.65425458,42.07410678,176.4175586,89.14575691,0,116.4345455,111.926117,46.46230863,144.2002873,38.08604273,203.9868615
34.50_192.9379,NA,192.937915,1,34.49618333,1659.139927,1904.364207,1970.932674,2590.367401,1622.725968,2011.354461,1820.741197,1446.581847,1607.116,2039.179582,1480.209517,1595.824455,1680.417435,2009.123705,1374.281145,1456.074438,1401.895612,1380.223125,1403.421334,1513.730114,1409.27768,1614.165104,1733.739912,1884.68624,1270.724077,1682.433619,1479.961801,1404.5056,1560.311609,1507.998144,1527.327983,1539.965549,1588.69872,1835.421819,1350.106584,1513.19657,1566.886194,1427.918654,1654.499834,1428.069985
18.59_236.0404,NA,236.0404353,2,18.59436667,156.9510139,820.4243208,955.8613003,1278.816461,593.9474401,1024.221168,634.9562285,258.3462666,223.3223338,762.3195728,45.27343836,178.7416931,350.3506635,491.6620026,190.303876,342.6091423,365.4310171,259.4812991,200.255283,308.5119779,106.4545103,203.1342797,535.6119409,570.275537,113.3951473,208.0333579,313.5173013,152.4194263,272.5155553,259.4188172,35.31412855,73.17658929,253.4051169,504.9903259,121.0816991,216.3753372,197.7354898,218.2141784,238.5300852,125.6422289
23.85_554.3011,NA,554.3011158,1,23.85291667,0,0.950014911,9.154085777,18.6849285,0,0,0,1.424356784,1.862612374,129.119265,22.37606807,14.15177013,32.46157299,136.1620854,22.36054456,30.64255034,12.26505292,28.83303285,12.4040475,68.89477832,16.29231832,20.73028226,64.37319783,165.2962533,12.62925231,53.12095837,30.96890602,21.82523094,0,80.41523088,25.8747413,329.8401996,71.09422566,262.5266913,86.13341266,101.4425283,30.73302769,64.26714225,35.62215713,41.81784358
24.29_332.2781,NA,332.2780583,1,24.28606667,601.025562,644.6199062,671.8811209,933.7933957,347.9218505,771.8413642,642.8775902,342.8307555,549.641576,685.6308996,402.3114935,400.6436449,335.2123461,472.0611228,373.1910116,308.3836435,298.257566,195.269514,376.0440772,293.0575518,434.9771257,445.6832718,380.3309142,541.5380613,476.5859697,408.6260278,337.7507366,415.9424764,257.8726069,361.0565685,420.5219316,378.0186224,433.2352917,399.7733145,336.1485288,349.2815228,337.1657125,331.1751925,336.9034788,236.0001225
22.24_327.0628,NA,327.0628159,1,22.23866667,8869.240889,13440.41107,12649.02959,16584.07353,10232.68053,13049.89224,11260.73958,8839.537721,9740.055423,12417.01038,8443.54027,8945.325718,10466.33024,10978.67155,7359.94521,8834.21574,9505.691135,8051.673954,8986.471422,9299.390942,8499.501774,9333.571281,10512.37428,12114.0386,7337.300637,8189.761041,8453.811615,7739.862458,9501.685931,8862.225104,8115.563295,8928.159962,9994.021159,11273.76954,6906.94288,9199.015203,8390.606179,8642.285561,9222.615482,7703.709576
17.60_364.0953,NA,364.0952547,1,17.60258333,0,24.45040309,14.49824994,8.36813571,15.3878514,33.72130245,8.62186495,2.740690399,0,14.23508412,0,0,11.41475209,0,0,3.969028492,0,0,0,4.413144041,0,0,0,0,0,0,0,0,0,8.863217225,0,0,0,0,0,0,0,0,0,0
24.40_334.2338,NA,334.2337677,1,24.39721667,7677.112891,8910.454616,9158.839445,11198.58981,6779.323102,8831.275386,8390.773651,6252.78163,6890.242935,8309.430867,5978.111055,7456.46865,7557.670425,7523.164865,5979.567953,6660.588823,6634.467876,5823.416328,6745.895566,7117.832425,6152.306787,6812.002343,7531.66732,7097.813018,5785.904933,6526.289632,6821.565734,5778.6645,6527.570067,7041.325118,6133.18337,6456.732007,7362.624144,7620.756739,5572.168251,5588.98621,6435.777142,6022.841015,7092.120299,5934.736218
25.38_535.3199,NA,535.3198608,2,25.37683333,548.6102628,631.509595,608.742849,646.4568239,1176.467803,659.9636013,610.8553671,480.5144043,567.7935005,492.1169674,449.5952771,457.5090549,326.3707175,536.805293,773.2683315,291.1066269,351.7580789,354.1683579,401.6002667,511.1351885,474.9947121,435.5045437,485.3740843,582.627243,782.0507642,417.0337632,310.3814872,330.6171961,403.8957411,423.1078511,384.7663018,418.2764359,434.9409643,577.4943819,691.2453923,398.275836,412.8511772,394.4609653,428.8488493,324.0946655
24.14_506.2951,NA,506.2950867,1,24.1384,970.337078,1462.869854,1368.506599,2238.950811,1243.503511,1441.420718,1230.092989,1019.563871,1086.03049,1235.676587,752.1965636,462.6705059,1160.103008,1192.823998,959.1580285,842.1676647,894.8014927,740.0489734,1065.605314,1039.371714,788.9977073,634.0502824,983.6051756,1480.871048,659.4541078,584.05800609999994,540.4948433,539.2748761,1029.137088,760.1371586,1111.627585,610.2164544,660.2451611,1378.675345,569.9872554,945.2815596,718.0041384,757.7173388,1064.984097,717.5679621
16.85_564.2695,NA,564.2694507,1,16.84728333,238.5683181,247.2808481,217.2168317,246.509638,205.4337256,189.6339703,203.707981,173.4711324,160.2232238,218.4078539,196.8593375,207.9351703,213.1962236,208.2256718,133.4084893,153.5174686,154.8288926,167.161182,165.5457278,159.7546791,230.0538372,208.784355,195.2771041,199.7674694,136.997278,147.45749,158.7179473,181.945795,171.7944109,198.7867937,184.6532711,168.9857426,182.8917578,190.8052499,144.4048945,135.7921211,152.8858943,138.9998991,130.3451611,152.6608333
23.18_255.0717,NA,255.0717208,1,23.17845,194.7111239,226.6455618,225.3214145,270.2613801,193.9723762,215.8528904,194.4319612,172.5029776,186.67134480000001,261.0030588,188.376688,200.3811258,102.9040288,222.4712192,133.7719881,141.3917561,149.872042,162.5289537,132.9022453,121.8526067,171.2504851,179.6163093,145.1460762,205.3858529,120.2298627,135.1714883,175.426131,157.230923,125.7248296,143.8183354,128.0855962,174.7009047,125.8697688,179.1642745,97.55204309,164.1030219,167.9778974,146.2990743,97.99286158,94.54145057
24.27_279.2303,NA,279.2303314,1,24.26756667,630.6984622,698.7835014,705.2224554,878.0538357,443.4649324,770.2234625,628.9922477,418.9475099,583.4395465,699.1087102,473.4751129,468.0649237,456.0838457,473.5870253,486.5686622,378.2619859,376.8852778,308.2992283,455.1860282,391.3985843,458.5235088,485.7484352,464.8942651,536.6524122,486.3273333,384.2093211,412.9808243,417.2105588,400.6175316,469.0376956,546.2148883,510.5541298,537.3189471,502.459826,424.9389808,461.7449234,432.1936118,370.8961675,523.309092,392.5240131
34.44_185.9389,185.9388942,168.935606,1,34.44221667,3143.241672,3374.754412,3416.748721,4689.265855,2593.112255,3628.710812,3268.414767,2490.812656,2928.032152,3483.167258,2601.806556,3033.663969,2941.001514,3734.074244,2254.907779,2592.682082,2298.382853,2372.005805,2319.680002,2563.38141,2423.253374,2928.56908,3209.705275,3307.907185,2307.32017,3175.202494,2546.257688,2489.04222,2406.954945,2832.779239,2634.733541,2660.519627,2763.887211,3135.875627,2511.6031160000002,2531.512162,2599.508682,2400.98088,2948.285125,2455.678466
5.26_447.2175,NA,447.2174805,1,5.261716667,10.11417781,0.903296382,2.129936269,0.206892355,5.519163488,9.398122376,7.144656384,10.94118091,32.47100896,1.952892734,24.51096784,33.5891218,8.891962892,0.711328253,84.60020905,64.17632604,33.28253671,67.45800995,27.57962631,17.96633735,5.651731299,28.34722775,7.238364806,2.985678492,91.25208133,88.8840015,34.12083746,76.16309948,29.94401983,39.50461661,24.47721317,53.43050502,22.93554497,14.12484406,91.96344229,84.75487657,47.29270465,55.89252333,23.81973275,90.29834025
22.95_277.1400,NA,277.1400327,1,22.9488,319.4632764,408.8626977,425.8692595,539.8359173,348.2148073,426.0469791,362.8741408,305.8479805,284.8322562,372.0147932,281.8728799,291.6513241,332.1947147,388.7110725,253.1989265,316.1721238,310.5369063,319.9230587,301.9021207,292.7479125,291.8811767,294.0035456,390.6636647,387.995559,263.4028333,258.6086663,317.655202,265.8449385,278.0949507,239.1948662,276.8956783,310.2974563,286.2365338,365.0261764,262.04214,301.604274,285.2321451,301.3151138,279.5180445,209.8807761
17.45_666.8271,NA,666.8271185,1,17.44508333,0,0,0,69.31879546,0,0,0,0,250.6919269,0,209.5548558,0,27.84287346,234.6842966,316.687513,163.5459307,10.97249736,245.3348017,302.0368691,204.3797965,175.9482027,0,131.8778975,187.5593404,321.8012363,137.2048462,66.92297334,224.0488347,333.0104065,260.8178993,177.2965995,26.54202143,399.7166968,270.5006024,302.4495761,245.427896,263.479135,281.5061252,304.3248104,334.8279981
24.75_387.2498,NA,387.2498067,1,24.74788333,2.124295899,7.14684878,5.146756679,3.083548226,8.520508528,8.775123846,13.61009264,13.11021057,4.470421652,3.141802235,105.1828308,42.25612385,56.85581334,24.53431021,29.10503436,6.725606305,86.89385219,108.6887836,7.551399166,42.05219298,109.4738144,53.86047322,55.10045259,30.8040213,49.14107285,0.065523693,53.25785826,103.2101879,14.62424466,29.17978415,278.9713055,236.3996451,276.4681499,193.0313313,165.9940484,131.3628888,180.2070675,217.971162,43.9590437,92.01024901
18.69_219.1098,NA,219.1097953,1,18.69001667,907.7407314,1135.597544,1276.583121,1606.345654,1073.743838,1066.645257,1130.418832,905.5772924,1158.290718,1130.417604,822.5146136,992.7609174,1012.473569,917.3072181,1041.095081,793.8735342,757.8863028,832.9327207,810.6197832,794.7989391,774.8938288,931.7973323,920.1102214,997.2729432,818.154653,1042.685176,798.4920411,785.2203575,984.5888586,786.7714608,809.803244,826.8071668,893.1302625,854.5294767,840.5377159,904.8351793,900.531421,775.3738482,1129.335845,750.7437102
5.62_257.1464,NA,257.146421,1,5.618666667,15732.79057,26637.97953,26540.02138,36044.87122,21088.39671,28001.66906,20788.63887,24413.67195,15656.76724,25668.56521,14502.23765,16828.67863,20923.84577,21435.93619,14440.78268,15541.91175,15529.40016,15108.8028,16460.87908,21950.49888,13706.81401,17990.58767,20406.06892,18737.64936,13727.0597,15136.37754,16199.75762,15149.59657,15638.36652,21520.73223,13123.78238,17092.66158,14351.82761,18085.31703,15770.6956,17274.51246,14830.01292,15259.64792,17337.36863,18035.11811
20.60_363.0816,NA,363.0815602,1,20.60408333,130.3242213,144.8561125,239.0516271,206.4836168,130.7327648,223.0449631,148.062823,104.9920453,110.2636336,173.6467683,85.60332222,105.0040462,122.8405735,144.7925131,85.58298126,97.84071783,81.81830346,81.50433323,83.35424828,95.52064547,95.22944622,101.3230167,139.4050478,123.397349,92.08520996,110.7512407,121.0607254,86.88661219,58.93682751,122.9834757,76.37505472,76.41338296,112.8250332,112.6533627,88.60500331,116.5204357,97.25243117,91.13831131,96.31905822,52.70342921
34.22_209.9505,NA,209.9505076,1,34.218,1177.149265,1427.924784,1381.2895,1889.556505,1166.885757,1490.897499,1416.641845,1119.263663,1159.86465,1475.125399,1059.513092,1149.761298,1184.479423,1448.667642,949.21500820000006,1050.821196,1053.23568,1021.404784,1038.041462,1110.833223,983.9112486,1180.201878,1250.967401,1412.6078,904.9352542,1195.114641,1072.400854,981.1999267,1133.212786,1107.211907,1145.234902,1225.650741,1131.964824,1278.265581,982.5377421,1099.688683,1055.527275,1030.0671380000001,1221.699711,1082.673593
25.12_701.4912,NA,701.4911664,3,25.11768333,0,0,18.29893027,0,19.90744326,6.161040897,6.35139128,13.56571998,10.98053314,0,153.4381926,27.85443464,76.75568431,101.3683164,155.5669946,59.46197152,104.6909418,102.975182,84.79938575,72.67954361,95.56590364,117.8088103,107.0733568,121.4066543,105.5042357,91.99637587,45.39540237,40.09657529,104.8855595,89.34536125,85.35278847,130.7946869,96.31368294,117.0602594,77.02594153,111.2809042,127.0479396,74.6898234,126.1078055,141.7836796
24.71_505.2751,NA,505.2750561,1,24.71086667,338.5393144,448.1620802,438.6705734,542.3118759,440.5912546,433.330782,456.7447943,354.2068547,335.7877388,527.3369076,279.1549359,373.6609773,460.3711446,405.5403164,275.9938291,309.9653778,308.5490101,278.8981348,325.6551589,389.2727928,327.2803979,335.9156693,379.1742138,353.0934093,290.2452467,282.3814768,273.4943824,268.088274,327.3707043,363.2617559,255.9505484,329.967134,371.649596,383.7836669,307.5395612,322.3310669,266.5037464,207.0202018,360.197345,242.4820968
13.91_116.0699,NA,116.0698863,1,13.90526667,2627.604151,55.39967477,194.7369132,134.6226776,148.9518267,134.7006693,168.9088811,231.3791383,2608.242356,9.93927336,3186.367878,852.1159189,1446.333688,3641.756547,2557.155941,1939.963699,3107.24326,653.5998077,2928.628376,41.81054837,3431.115542,876.3977501,1526.554076,4828.608405,2452.918611,1975.397832,2660.173998,1029.762365,2611.415711,28.01901452,2432.46509,2920.164287,3273.628497,4761.941297,1859.23011,2508.109474,2582.243806,801.4826376,3357.863693,473.4328663
5.30_197.0890,NA,197.0889795,1,5.299216667,28.73461213,135.26391,56.99386398,103.1854282,36.71202659,277.9833591,55.30067861,10.3241769,5.716298436,58.31671294,6.276057756,18.68479412,27.2071854,7.785615315,7.383785635,36.78278272,10.46344969,12.14829616,0,23.14387128,10.20721545,26.88271602,27.28987354,4.280369032,8.71910995,33.64339944,11.98240338,11.0792859,0,26.23141095,0.471374283,0,5.688226757,4.319535182,5.387280273,3.668796072,0,11.70599057,0,3.371166435
24.10_306.2390,NA,306.2390005,1,24.0999,313.6373817,491.7272567,458.4766748,573.9748503,408.7650177,452.7174753,393.155645,368.5167214,345.645806,434.4755997,303.8091194,292.9851146,363.8718026,340.4260405,290.9257247,321.1670767,331.9620362,317.6165065,319.5290499,338.2009095,279.0390201,338.0248687,352.5331601,374.2439094,291.7018396,260.3854143,270.6459556,288.2047375,334.8027916,297.3005164,327.3420762,322.9003718,315.2796564,319.3616399,253.7840973,325.3838774,299.8230856,343.4600737,335.6379076,293.7809164
22.43_609.3355,NA,609.3354982,1,22.428,251.2294113,195.4242747,543.0607795,132.3775039,297.9152854,234.2275049,700.3330541,391.6141974,238.2051317,583.3111446,275.4737754,496.2748823,737.9739097,226.9693653,630.884486,424.3878639,1059.653416,512.1965086,392.0709304,797.6586074,271.9011545,398.5578386,1028.583799,202.9441427,524.4384345,453.6478705,1129.797696,477.2121514,414.7447033,850.5425342,232.0399676,494.3572719,540.7995152,246.0856151,451.676934,400.088972,915.3520741,496.9370758,483.5206735,776.5107415
19.18_771.4150,NA,771.4150134,1,19.176,2.194326572,0,0,0,0.052265173,0,0,4.881470971,24.6066493,0,20.29391338,3.214467642,5.746534932,0,9.181276983,34.13256821,17.38544151,36.41120486,11.49113171,14.09655306,5.84769558,7.626894404,1.756623025,0,21.41698926,4.295242685,8.719397701,38.27908431,25.61369408,12.19557915,27.33314215,11.03920553,14.40567177,0,12.31355397,9.9831338,14.20347977,17.73317323,34.42806688,30.74277921
